gene,draw,SSE,exceeds_observed,optimizer_success,successful_starts,retry,total_nfev,T,splice,decay,gain
Kr,162,0.0208751344420579,False,True,2,False,36,0.0351082868346083,0.5602006105932874,0.580009916064258,1.087115006637588
Kr,163,0.0557083105296711,True,True,2,False,27,0.0050000000038317,0.4068708732286507,0.6948958908020312,0.9858882503716612
Kr,164,0.0397373615403303,True,True,2,False,22,0.0050000000001992,0.3155966220844914,0.6975137707012296,0.9109423943216656
Kr,165,0.0489375711576488,True,True,2,False,31,0.1772093609725459,0.507924806207554,0.5870980898821141,1.03237932991332
Kr,166,0.0703655455284917,True,True,2,False,113,0.8199155243104773,0.8240103545770286,0.432837463187023,1.1872938691229336
Kr,167,0.0441167051964187,True,True,2,False,77,0.005,0.0050000000031233,0.0496700668672708,0.822985857992986
Kr,168,0.0134486403617919,False,True,2,False,20,0.005,0.5930290260232125,0.5682593514088963,1.131426833248377
Kr,169,0.0268837624688237,False,True,1,False,139,0.0050000000143907,0.4612467843314347,0.7005554928715388,0.9268892490400232
Kr,170,0.0140340824914779,False,True,2,False,65,1.050538541653824,0.7822003432953922,0.3353228859196537,1.177364514781915
Kr,171,0.0206959809645955,False,True,2,False,58,0.956878091082186,0.6442116824045007,0.4887501752791893,1.1905990959622272
Kr,172,0.0079058417554152,False,True,2,False,27,0.0050000000446198,0.3544869518738559,0.5030067574868777,1.0766185567666533
Kr,173,0.0724818599361527,True,True,2,False,29,0.005000000000001,0.4515976953900975,0.4914323386761748,0.9263587959765694
Kr,174,0.0293424123120817,False,True,2,False,132,0.0050000000024902,0.0050000020163182,0.0327137148127027,0.826002185589541
Kr,175,0.0646775302671262,True,True,2,False,23,0.005,0.4571147415728259,0.3469271276050774,0.9552405926369538
Kr,176,0.0176274951016261,False,True,2,False,27,0.005,0.4946861194792855,0.6364540954787532,1.0865246855421744
Kr,177,0.0501527891984203,True,True,2,False,27,0.0050000000000055,0.3065841332975635,0.5411620720752311,0.9812018529832192
Kr,178,0.0810546452376405,True,True,1,False,175,0.0050047370127661,0.4782629899022649,0.6435792101706385,0.7638275645297672
Kr,179,0.0712799207446153,True,True,2,False,24,0.0050000000000064,0.6075243015227254,0.7494197317279901,1.1110267992981089
Kr,180,0.0242321964681241,False,True,2,False,46,0.6446951460897963,0.4891407045079587,0.6122068559281245,1.2076459888791558
Kr,181,0.0165409333338267,False,True,2,False,31,0.0050000000088115,0.1869713270841772,0.4123504488960434,1.0913606950316086
Kr,182,0.0741956935499424,True,True,2,False,21,0.0050000001528578,0.4962012725409208,0.4626571364041809,0.9579923523253828
Kr,183,0.0578443691627578,True,True,2,False,27,0.005,0.292732937303893,0.4385443579816427,0.923965704159199
Kr,184,0.0757857073449942,True,True,2,False,106,0.1645378726067085,0.0050000000395426,0.0100000000041136,0.9039708733727924
Kr,185,0.0189376458106053,False,True,2,False,59,0.8973400266853235,0.7104801575102763,0.5062070814739242,1.1728659583544052
Kr,186,0.0371806291109329,False,True,2,False,25,0.005,0.3906319179037117,0.6980627329836583,1.0698672964408331
Kr,187,0.0136074641141187,False,True,2,False,33,0.0050000128430607,0.198741826366802,0.4756473715319001,1.09223460366563
Kr,188,0.027942486825695,False,True,2,False,75,0.7077587544762077,0.6130789047390479,0.6343765072010774,1.1475933931267837
Kr,189,0.022448021160864,False,True,2,False,51,0.9025870510546702,0.5802365647742607,0.540527035724901,1.2157436334449094
Kr,190,0.0239048702430469,False,True,2,False,64,0.1312848177022931,0.5326947526403628,0.7006376787025906,1.075075817771332
Kr,191,0.0057666728469095,False,True,2,False,60,0.0604558317572447,0.1807953803734589,0.5164843077089253,1.1301892983323183
Kr,192,0.1109534578138114,True,True,2,False,76,0.2581624437697665,0.0050000000000417,0.0100000129148703,0.7495247458258137
Kr,193,0.0204389837046879,False,True,2,False,27,0.1337154327964793,0.5913100212360124,0.5605636198019139,1.0506957556728382
Kr,194,0.0281146106510048,False,True,2,False,28,0.00500000597064,0.4223499666679497,0.6103466761457756,1.0435155024306215
Kr,195,0.0234871841150801,False,True,2,False,55,2.986163832265279,0.7287666301418299,0.0100000000131875,1.247526225134601
Kr,196,0.0486649911700019,True,True,2,False,88,0.0050000000068792,0.0050000373600338,0.0316757856803408,0.8836553858876603
Kr,197,0.0151588231827855,False,True,2,False,104,0.5390541194090828,0.6334011986530481,0.4775517827008078,1.1706077670517143
Kr,198,0.0217808191937554,False,True,2,False,91,0.4325380158786763,0.4303140959884936,0.3313993740283156,1.016117224994963
Kr,199,0.0111566364728982,False,True,2,False,81,0.1532017560052108,0.6707429535921907,0.6459672954880645,1.0675187966373556
